user,event
A1330656870,E952519340
A1336647234,E2643833505
A1336647234,E955398943
A1336647234,E797638314
A1336647234,E2130616732
A1336647234,E2691609942
A1336647234,E4156683850
A1336647234,E1935315082
A1339315323,E4040181802
A1339643555,E2325542576
A1342752171,E2869725524
A1342961341,E97217712
A1344492095,E4144869932
A1345896548,E2621503414
A1345896548,E2643833505
A1345896548,E633659090
A1345896548,E955398943
A1345896548,E2130616732
A1345896548,E907302600
A1346837558,E2658488871
A1349230619,E2214787713
A1349737346,E3653847990
A1350285710,E3066321838
A1350285710,E1595241082
A1350285710,E1824709964
A1350285710,E1041499194
A1350285710,E524691289
A1350285710,E3639467255
A1353265512,E1679839905
A1353265512,E220262597
A1353596523,E3300948291
A1354120181,E1361307272
A1354205322,E2645301517
A1354205322,E675426904
A1356079140,E152418051
A1356079140,E4232519602
A1356079140,E1554701042
A1358222118,E1803275543
A1358222118,E537992874
A1358236584,E1960358461
A1368412107,E2073609284
A1369743769,E176471937
A1369905557,E2766425759
A1372630997,E20381932
A1372842685,E1076364848
A1374205441,E3681696850
A1374205441,E1838843061
A1374205441,E4002798045
A1374205441,E2205661933
A1374956141,E1421051391
A1374956141,E88377811
A1377253602,E2425916002
A1377253602,E3735036412
A1377253602,E1704179171
A1377585598,E2279531372
A1386214900,E2724377242
A1386311924,E3725816644
A1386311924,E3179047450
A1386311924,E96230245
A1392332761,E2691509364
A1392332761,E221202458
A1392332761,E872605952
A1399383819,E275352720
A1404395751,E955398943
A1408344828,E1255629030
A1411780050,E2338846344
A1414301782,E2701433747
A1414301782,E3466325304
A1418885681,E1868735086
A1418885681,E2455869070
A1419064403,E2846701379
A1420338074,E2529072432
A1421630185,E910169576
A1422103142,E2073609284
A1422103142,E3950589515
A1426944148,E828951442
A1426944148,E3511745359
A1427469971,E753115138
A1433939064,E1532377761
A1433939064,E955398943
A1433939064,E1536819364
A1437617088,E2149464820
A1437617088,E1076364848
A1438134738,E2146934064
A1440749616,E1488068589
A1440749616,E4198728308
A1440749616,E2806565970
A1440749616,E3681999765
A1444113850,E2951987246
A1444113850,E1042064537
A1452056386,E1921897790
A1452056386,E3334994462
A1452056386,E955398943
A1452056386,E2529072432
A1452633375,E1518229543
A1459241748,E2193156408
A1462984861,E1068825763
A1462984861,E4286544397
A1463717359,E2092805628
A1463808662,E1490050955
A1463808662,E327009161
A1467007408,E735155031
A1474775097,E2529072432
A1476956307,E2459337942
A1482478167,E2498491194
A1482478167,E2442660214
A1484078818,E146533907
A1486339292,E1037510327
A1486465606,E1076364848
A1491636315,E1036837546
A1493407039,E2977827251
A1507405031,E767550382
A1507678209,E2633128735
A1515828822,E4107748684
A1515828822,E1507640424
A1518400220,E706344711
A1522287705,E1389265162
A1525918364,E955398943
A1525918364,E1361307272
A1525918364,E633659090
A1525918364,E771676713
A1528359455,E955398943
A1531339765,E2485271797
A1531475209,E2973911742
A1535643599,E2828969498
A1536104641,E2863056708
A1537885461,E2341662452
A1538685648,E2529072432
A1539256277,E4259189014
A1540298318,E4125243964
A1540524189,E2529072432
A1541564886,E1076364848
A1541756008,E2930825326
A1541756008,E3034266247
A1543396188,E40254649
A1543462230,E2729245797
A1544526064,E1528500344
A1545906782,E1838041662
A1548216840,E3683968161
A1548216840,E2595699357
A1548216840,E318862099
A1548216840,E1997487607
A1548216840,E1905807810
A1548216840,E4231267316
A1548216840,E544654350
A1548590231,E965748273
A1551848670,E3359668121
A1553019839,E52246840
A1553019839,E2096635407
A1553019839,E526418317
A1553019839,E3565166403
A1553019839,E902869993
A1553019839,E4205554879
A1553019839,E3934491209
A1553019839,E2770527444
A1553019839,E2615984474
A1554993130,E1699561506
A1555879260,E3901918595
A1560565543,E2073609284
A1566021834,E2294124221
A1566021834,E4223848259
A1567057770,E3477891691
A1567057770,E915403718
A1567057770,E1448086840
A1567057770,E843570927
A1567057770,E2372725650
A1567057770,E98978060
A1567970024,E2153037761
A1568770334,E555916900
A1571490313,E2298346303
A1572816023,E36941495
A1575376083,E1892018889
A1575376083,E1269035551
A1577437083,E2841724568
A1577437083,E263253434
A1577437083,E2145977549
A1577437083,E3621854275
A1577437083,E955398943
A1577437083,E1600413013
A1577437083,E3276213471
A1577437083,E3904821261
A1579613783,E3413747696
A1582474481,E1488068589
A1583577411,E938329092
A1583772039,E86545292
A1585175216,E1439192677
A1586029420,E3968299824
A1594431230,E1816813281
A1594431230,E952519340
A1594431230,E1076364848
A1595465532,E106978589
A1595465532,E4053956936
A1597392855,E1600524252
A1597392855,E3952569238
A1597392855,E704367100
A1597392855,E1134365310
A1597392855,E51684856
A1597392855,E3943014604
A1598750229,E1076364848
A1601125543,E1387775604
A1610329121,E1488068589
A1610329121,E1065552764
A1611204256,E1426221214
A1612038297,E2361063319
A1612038297,E2188977150
A1612038297,E356211013
A1612038297,E3505444496
A1612038297,E490005260
A1612038297,E1003847016
A1614494381,E3472930517
A1615303306,E1205670273
A1615303306,E843844488
A1615336827,E2478100190
A1615717851,E625822979
A1619040661,E1448086840
A1619453117,E705007381
A1620608449,E1532377761
A1620608449,E955398943
A1622015724,E3643004825
A1622015724,E2342980834
A1622015724,E3566580149
A1622015724,E2344431772
A1622366272,E1390707377
A1625052108,E4255445383
A1625052108,E1635377146
A1625052108,E1559258260
A1625052108,E3969985283
A1625052108,E3206596283
A1625116475,E990256291
A1625116475,E2757258727
A1625530935,E1813763902
A1628172447,E3581275802
A1629404827,E741936389
A1634011224,E1600413013
A1637039865,E4064214056
A1637039865,E306958166
A1640786388,E2153037761
A1641960627,E514835296
A1649320589,E2379850649
A1651844876,E1600413013
A1652448351,E4201550847
A1654935837,E480579258
A1657497614,E3532498989
A1662308136,E3276213471
A1662308136,E1926323783
A1663149119,E4289083730
A1665746866,E3764273177
A1666085128,E4203627753
A1666288434,E2529072432
A1667532620,E1860569646
A1668335332,E2396566946
A1668862262,E1708484785
A1669178531,E1407801833
A1669178531,E3849306291
A1669178531,E3950589515
A1669178531,E952519340
A1669178531,E1151525474
A1669357187,E3798981472
A1669357187,E767851936
A1672939792,E480036741
A1676582816,E3849306291
A1679420385,E547383999
A1679420385,E3276213471
A1679420385,E3841242017
A1679420385,E1600413013
A1679420385,E955398943
A1680807465,E955398943
A1696361679,E719337372
A1696361679,E496131340
A1696361679,E2626540872
A1696361679,E582672945
A1696361679,E1205670273
A1696361679,E3929507420
A1697527574,E1076364848
A1701323236,E2663748542
A1701323236,E462519665
A1703562892,E2615365977
A1703562892,E78018780
A1703748926,E2951156726
A1707093494,E2415873572
A1707093494,E217634693
A1707278925,E1297375856
A1707278925,E2822548338
A1710009181,E4205397757
A1710009181,E604068853
A1711604959,E1061572648
A1711604959,E2384973677
A1711604959,E839562268
A1711604959,E3471887257
A1711604959,E1565892252
A1716727029,E1076364848
A1716791097,E2655011333
A1716791097,E2046775840
A1717882536,E2643833505
A1720019070,E1816813281
A1721715566,E2979995541
A1724694030,E2803195749
A1725995841,E2979795424
A1725995841,E1056047835
A1725995841,E311120320
A1726345056,E4180619444
A1728055600,E466507834
A1728055600,E1249049803
A1728055600,E1715936677
A1728055600,E1993102668
A1728055600,E1499252056
A1732120655,E955398943
A1732859563,E2529072432
A1733709559,E3637113727
A1735204308,E554561877
A1737346733,E328882352
A1737429301,E1476967002
A1741814612,E1630022509
A1741814612,E2153037761
A1747042580,E1642998
A1747091728,E1205670273
A1747471686,E2205823082
A1747471686,E1750407174
A1747471686,E2212943097
A1747471686,E3763877798
A1747471686,E933991919
A1747573617,E1205670273
A1748492203,E1529554640
A1748492203,E959243663
A1748492203,E3929337192
A1749528606,E152418051
A1754474767,E2529072432
A1754474767,E907302600
A1754474767,E2643833505
A1754474767,E955398943
A1754474767,E771676713
A1754904960,E1405785624
A1757951758,E2742796684
A1761058217,E1488068589
A1766663257,E3287069160
A1767855106,E955398943
A1767855106,E3499428374
A1772941037,E2102453106
A1774252774,E2554554656
A1774252774,E2529072432
A1774655165,E1820037082
A1783276120,E1600413013
A1785235519,E4079544335
A1785235519,E821546192
A1788141082,E3304261393
A1788141082,E1940265937
A1788141082,E236468864
A1788256739,E4058829330
A1788256739,E1822028766
A1788256739,E3150441220
A1793590520,E38211426
A1799323346,E147026651
A1799323346,E1023550880
A1800702076,E1596190412
A1803816912,E3368523631
A1803816912,E4002607728
A1803816912,E3812153136
A1804164018,E2479854230
A1805025807,E1829799030
A1808101898,E1331721799
A1808101898,E2599698872
A1809934947,E1205670273
A1815238419,E1426337764
A1815721382,E955398943
A1821206755,E2115491671
A1821733300,E955398943
A1823716058,E1958147506
A1826190863,E1325423111
A1826584692,E2415873572
A1829290442,E3233958546
A1832146052,E4205554879
A1832146052,E526418317
A1833128849,E996787136
A1833128849,E3300815276
A1833128849,E1527531594
A1833128849,E868771423
A1833128849,E2029840938
A1833128849,E3682513986
A1833128849,E1958014037
A1833128849,E3322294869
A1833128849,E3441925897
A1833128849,E423286334
A1833128849,E622462500
A1833128849,E4222772842
A1833128849,E1336517851
A1833128849,E3847927617
A1833128849,E3816177993
A1833128849,E2346236824
A1833128849,E1768663573
A1834669948,E126225732
A1838926600,E932490169
A1842145373,E907302600
A1842145373,E2130616732
A1842145373,E1361307272
A1842145373,E2529072432
A1842145373,E955398943
A1844741381,E2529072432
A1844741381,E955398943
A1844741381,E719337372
A1844741381,E1600413013
A1849546291,E2529072432
A1849546291,E1790004322
A1849546291,E1635880727
A1851530247,E1498742095
A1856999246,E1076364848
A1856999246,E268233790
A1857390350,E1205670273
A1857390350,E719337372
A1857390350,E1635880727
A1859726822,E955398943
A1859726822,E2529072432
A1859726822,E1600413013
A1865714809,E1448086840
A1871580056,E1076364848
A1873358601,E2401458775
A1873687001,E2498491194
A1875891307,E3509100603
A1876906939,E2155134627
A1879459765,E3287340168
A1879459765,E2704074844
A1879459765,E3741347786
A1879459765,E2367415614
A1879908611,E3808789648
A1882344631,E3174718152
A1882344631,E1565011423
A1882344631,E627290679
A1882344631,E2859386475
A1882344631,E3711746032
A1882344631,E66357203
A1882344631,E3981222120
A1889089758,E3731945988
A1890318514,E365372360
A1890732196,E2153037761
A1895679477,E1968459057
A1895679477,E345960905
A1895679477,E3652056284
A1897267951,E1159109322
A1898427878,E1076364848
A1906220044,E2529072432
A1906220044,E714391510
A1908507314,E966971643
A1908507314,E404595428
A1911617585,E2325542576
A1911617585,E858852228
A1911617585,E2806565970
A1911617585,E739733335
A1912059312,E3256009463
A1912059312,E809450311
A1912698965,E2311929369
A1912698965,E2662111509
A1914182220,E1652875579
A1914182220,E3769818139
A1914182220,E3632072502
A1914182220,E2901008831
A1914182220,E1601916220
A1917038415,E3305669901
A1918148274,E2213167316
A1918945522,E1996708167
A1923507186,E4203627753
A1926859556,E3827639776
A1931485787,E3340900766
A1931485787,E633659090
A1931485787,E1361307272
A1931485787,E4109250236
A1931818423,E3400311907
A1932371532,E2198898969
A1932371532,E1556254993
A1932371532,E2180806657
A1932371532,E869427005
A1932371532,E645128809
A1933513142,E476754780
A1935452377,E1260659849
A1935452377,E578876481
A1935452377,E154173769
A1935452377,E265740872
A1935452377,E1841503354
A1935452377,E3126631984
A1935452377,E1333874666
A1935452377,E2822548338
A1935452377,E1297375856
A1935452377,E3266414126
A1935452377,E635799819
A1941314046,E3413747696
A1946827878,E952519340
A1948333652,E1488068589
A1948333652,E635799819
A1948945052,E602394192
A1948945052,E955398943
A1949443459,E1205670273
A1951340806,E1379132639
A1951340806,E866329141
A1951340806,E1722911749
A1952293169,E3950787980
A1952851403,E3811447746
A1953913885,E1951648188
A1954193338,E2685878625
A1954960931,E1602227394
A1954960931,E2496555402
A1955766052,E1896396447
A1955766052,E3929337192
A1955766052,E2354857659
A1955766052,E2120836099
A1955766052,E3403115736
A1959500556,E1600413013
A1959500556,E2529072432
A1959680039,E2367733143
A1964309262,E1645370294
A1964309262,E1520030208
A1965944390,E1418550524
A1966851184,E2167876034
A1967689783,E4249979866
A1967689783,E4170145082
A1967689783,E861455380
A1967689783,E2653321720
A1967689783,E3629495507
A1967689783,E1666413374
A1967689783,E1134231092
A1967928641,E3594050218
A1967928641,E973526380
A1974832510,E3554433899
A1977271538,E3354350063
A1977271538,E2803195749
A1980915793,E1276787318
A1984545931,E2059769837
A1985852583,E1816813281
A1987194661,E2559263940
A1989811285,E130281276
A1989811285,E588161010
A1990188032,E1364538695
A1990188032,E169679772
A1996678705,E3632963428
A1997928281,E1076364848
A2006663136,E3802981250
A2006663136,E2996278070
A2008761267,E1953807601
A2008761267,E1412339497
A2010045207,E221202458
A2014445987,E241839498
A2014445987,E1638236770
A2021435753,E1816813281
A2022308068,E1488068589
A2023721073,E955398943
A2023721073,E719337372
A2023976924,E900649983
A2023976924,E1811322299
A2024711643,E1914806770
A2030266367,E3597133586
A2030266367,E853911830
A2031754020,E1816813281
A2033574675,E952519340
A2033945746,E3321926072
A2033945746,E645128809
A2033945746,E2692070381
A2033945746,E2692654556
A2034536037,E4145779864
A2039668267,E3123265999
A2039668267,E232015242
A2040340167,E3258819416
A2041677127,E1269035551
A2043422334,E1894169490
A2048999821,E326664129
A2054531858,E1383584914
A2054648409,E1078399009
A2054648409,E2438434714
A2054648409,E4177339177
A2054648409,E3190231827
A2054648409,E3276213471
A2054648409,E955398943
A2054648409,E4103800848
A2054648409,E642644408
A2054648409,E896485186
A2054648409,E422024082
A2056142684,E952519340
A2057625114,E692075109
A2057625114,E1766189272
A2059471156,E1205670273
A2059471156,E929396784
A2062768867,E3413478237
A2062977016,E3434717258
A2062977016,E633659090
A2062977016,E3982608480
A2062977016,E2130616732
A2063287658,E2704261655
A2063714458,E739733335
A2068379568,E2442660214
A2069145631,E2916657146
A2069512156,E2665194430
A2069512156,E1472146553
A2071663365,E3770372185
A2071842684,E1076364848
A2071842684,E952519340
A2074086523,E2529072432
A2074086523,E907302600
A2080715583,E2975196902
A2081059890,E1076364848
A2081393559,E1896310801
A2086869786,E3367947469
A2090888096,E1287884858
A2092954906,E2740039921
A2092954906,E97217712
A2092954906,E3982608480
A2092954906,E353933726
A2098552598,E1594693609
A2098552598,E3656008998
A2098552598,E2510844308
A2102662137,E372011842
A2105308456,E4203215174
A2105508317,E152418051
A2105508317,E4203627753
A2107308395,E2171647061
A2107308395,E735762799
A2111847795,E1495018044
A2112130968,E256545806
A2114638118,E2824096896
A2116203935,E3499428374
A2116203935,E2867959207
A2116203935,E4058829330
A2116294822,E2286155514
A2116294822,E2698678033
A2122304529,E1148012652
A2122304529,E3982608480
A2127416756,E642644408
A2127416756,E4225120855
A2127416756,E3418302627
A2129690960,E3066409179
A2129690960,E955398943
A2129690960,E2806565970
A2129690960,E4079660037
A2129690960,E892230242
A2129690960,E3929337192
A2129920319,E952519340
A2133006016,E945123072
A2133006016,E3789029184
A2134808475,E1076364848
A2134808475,E952519340
A2138239477,E2438057172
A2147677924,E3505557593
A2147677924,E3075394600
A2148913954,E524127618
A2148913954,E1856036186
A2148913954,E612946819
A2148913954,E982792426
A2153152806,E955398943
A2153152806,E1600413013
A2153152806,E2529072432
A2156846040,E2498491194
A2156846040,E952519340
A2160639516,E3896920659
A2162567305,E3501199561
A2162823560,E498802162
A2163304477,E747845900
A2163512224,E3453792488
A2163512224,E714391510
A2164973127,E1076364848
A2166518457,E2529072432
A2166518457,E1390707377
A2169945834,E472751320
A2169945834,E108328258
A2169945834,E955398943
A2171206786,E1943998655
A2171206786,E1079489905
A2171206786,E1734815968
A2176419410,E2345395514
A2183586456,E1872585098
A2184501135,E1269035551
A2187324082,E1600413013
A2187693519,E2979828712
A2187693519,E741936389
A2187693519,E1065552764
A2188094871,E1226624027
A2191468400,E1213078967
A2193628344,E465657177
A2193628344,E3249252679
A2193628344,E1556475107
A2193628344,E2202694777
A2193628344,E602394192
A2193628344,E3276213471
A2193628344,E1259109743
A2193628344,E2529072432
A2193664477,E926605391
A2193694254,E880757724
A2193694254,E3316518304
A2194245277,E612496662
A2196432988,E1930461491
A2196784941,E3612754071
A2196976878,E2784973713
A2196976878,E3219737521
A2197210107,E1480147250
A2197210107,E1017435233
A2197210107,E2321511403
A2199467633,E952519340
A2199467633,E2498491194
A2202079852,E4209606131
A2202079852,E4225834779
A2202079852,E712219219
A2202271093,E910169576
A2202271093,E952519340
A2203000569,E1448086840
A2205166542,E65357600
A2205166542,E1006903887
A2205166542,E1975008770
A2205166542,E3801659300
A2205166542,E1232434552
A2205166542,E67648066
A2205166542,E750506418
A2205166542,E759623017
A2205536033,E2892429018
A2207460362,E633659090
A2207460362,E2529072432
A2207460362,E907302600
A2209002289,E2625684328
A2209002289,E3315662669
A2209002289,E1678019857
A2209002289,E389805714
A2209002289,E1604324184
A2209002289,E2020022404
A2209002289,E1524561927
A2209002289,E483236510
A2209002289,E2453241445
A2212184935,E771676713
A2212184935,E2645301517
A2212184935,E1862794029
A2212184935,E1361307272
A2212919969,E955398943
A2212919969,E2529072432
A2216123501,E2489574463
A2216123501,E3618085464
A2216123501,E1910339245
A2217177799,E1463274654
A2217177799,E3783605391
A2217567238,E3150441220
A2217567238,E1600413013
A2217567238,E955398943
A2217567238,E4279704370
A2217853337,E3051438735
A2217853337,E33770938
A2217853337,E1471977551
A2217853337,E2277283296
A2217853337,E1229583430
A2222162186,E889116423
A2222162186,E4211366080
A2222162186,E529297758
A2222162186,E1697930615
A2222162186,E730938870
A2223714757,E3315040094
A2223946882,E1281294006
A2223946882,E581543591
A2223946882,E3831661369
A2223946882,E284003894
A2223946882,E102460414
A2223946882,E4215766191
A2223946882,E1282190480
A2231607096,E2130616732
A2231607096,E633659090
A2231607096,E907302600
A2231607096,E2643833505
A2233880590,E3434410911
A2234899895,E407638004
A2238460219,E1076364848
A2238790970,E1349897681
A2239318984,E899234866
A2243065045,E2643833505
A2243065045,E955398943
A2243396544,E1822120468
A2244689014,E2529072432
A2244689014,E955398943
A2244689014,E1600413013
A2246918838,E2979448805
A2248506579,E2178551581
A2248506579,E662090934
A2249748129,E2456511255
A2251800772,E952519340
A2252845148,E2073609284
A2254327912,E3648232990
A2254327912,E1919672247
A2254327912,E684266372
A2254327912,E3029154892
A2254327912,E2705882453
A2254327912,E1070630186
A2254327912,E2392374410
A2254327912,E1269960949
A2254327912,E3900421971
A2254327912,E3016174135
A2254327912,E3674503714
A2254327912,E3215487391
A2254352523,E2775611507
A2255113076,E677485601
A2255113076,E3252432592
A2256989025,E2073609284
A2256989025,E1816813281
A2257286686,E2130616732
A2257286686,E2643833505
A2257286686,E633659090
A2257286686,E907302600
A2259554717,E1887678907
A2260760754,E2498491194
A2261578513,E258423677
A2264585544,E1695480317
A2264585544,E3968395368
A2264585544,E821546192
A2264585544,E2186054523
A2264585544,E587628640
A2264585544,E2456139530
A2264585544,E1359710437
A2265864872,E633659090
A2265864872,E2643833505
A2265899995,E4203627753
A2265899995,E4125420656
A2271261888,E2300990773
A2271406145,E1721503828
A2271406145,E1332759137
A2272634729,E2962466426
A2272634729,E2169756279
A2272634729,E1460863346
A2275313265,E1934335136
A2278013791,E580851030
A2281560980,E1269035551
A2282257791,E2130616732
A2282257791,E1212947698
A2282257791,E1620441934
A2282257791,E633659090
A2282257791,E3982608480
A2282422131,E2554360190
A2282893903,E2187372380
A2282893903,E1205670273
A2285462405,E1071582440
A2286248913,E2102383624
A2286292570,E1653016455
A2290297293,E1076364848
A2291100279,E464552924
A2291885035,E907302600
A2291885035,E2633697384
A2291885035,E2643833505
A2295726157,E1356197621
A2298623317,E955398943
A2305032569,E1716470668
A2312878118,E1361307272
A2312878118,E771676713
A2312878118,E4129420762
A2312878118,E602394192
A2314166008,E3509100603
A2314166008,E152418051
A2314166008,E4232519602
A2315042356,E1556502972
A2316950688,E955398943
A2319889082,E2529072432
A2321074684,E2009815686
A2321074684,E733567972
A2321074684,E1334001859
A2321074684,E2650542682
A2321085380,E1332759137
A2325340243,E1370289455
A2326237915,E1940265937
A2326237915,E1270020700
A2326237915,E2567184413
A2326237915,E2232765899
A2326237915,E3715414633
A2326463380,E4167704462
A2328301807,E1600413013
A2328301807,E861118590
A2328301807,E2860418664
A2328481418,E3221725438
A2328481418,E3422268976
A2328965162,E2498491194
A2328965162,E952519340
A2328965162,E1076364848
A2329661605,E3390105219
A2329661605,E238130760
A2329755329,E2130616732
A2330978075,E1488068589
A2332715028,E1203717384
A2334852679,E889116423
A2337052402,E1589958267
A2338481531,E2490299454
A2340199364,E2518909170
A2340199364,E910169576
A2340199364,E2498491194
A2340199364,E1451401793
A2340199364,E1234887619
A2342474285,E1860569646
A2342735753,E1527128646
A2342735753,E719337372
A2343762978,E3793452317
A2343762978,E933541663
A2344133160,E2529072432
A2344133160,E907302600
A2345460195,E1600413013
A2345460195,E955398943
A2348719537,E3021201850
A2350981164,E3229573153
A2351788775,E1448086840
A2353444142,E3047117217
A2353444142,E1707508219
A2356937947,E3158757965
A2360121322,E118574918
A2375503792,E3103100779
A2378242378,E1000453597
A2378571713,E917924708
A2378571713,E1729385316
A2381156995,E3256009463
A2381922770,E123333167
A2383553413,E2168006553
A2383553413,E2286155514
A2383553413,E4121208467
A2383553413,E1548928340
A2388007096,E496369519
A2393365897,E2321729704
A2393678699,E472254159
A2394083016,E201564442
A2394083016,E1589462668
A2399006053,E3768450121
A2400078243,E2160165398
A2400078243,E4089322861
A2400147519,E3532539883
A2400147519,E221604045
A2400147519,E1427376534
A2400147519,E3667338776
A2403055502,E1488068589
A2404499203,E1238211380
A2404499203,E62489876
A2408246939,E2422059390
A2408246939,E1829799030
A2408246939,E1949859321
A2408246939,E2628680570
A2408246939,E588161010
A2409482937,E797638314
A2411451936,E915403718
A2415400273,E1205670273
A2416484731,E2626540872
A2416484731,E2368083210
A2416491105,E2145977549
A2416903887,E2389263741
A2417747893,E639862177
A2417747893,E3598553657
A2419536569,E975102360
A2419536569,E4125420656
A2419536569,E740269154
A2424565945,E1817241425
A2425859426,E1256918510
A2425859426,E298169907
A2425859426,E3238059633
A2436252940,E2153037761
A2436389418,E4199792713
A2436389418,E1471140446
A2436389418,E1433072169
A2438466073,E559618821
A2440023887,E1276702165
A2440023887,E1671389147
A2440671055,E1501679119
A2440671055,E2428145712
A2440671055,E899234866
A2441936878,E3501001868
A2444012189,E2465836337
A2444212053,E3713495962
A2446596885,E1855699894
A2446596885,E4251121485
A2448969855,E2860418664
A2448969855,E1600413013
A2448969855,E955398943
A2448969855,E3971267428
A2449307177,E2368882162
A2449307177,E908341071
A2451466347,E49312682
A2452785645,E907302600
A2456225582,E1555528731
A2457737664,E4213030833
A2457737664,E3926115451
A2458053629,E2790605371
A2458068456,E152418051
A2458068456,E1528500344
A2458068456,E4232519602
A2458429643,E1528500344
A2460812912,E1076364848
A2461816241,E2518909170
A2463413235,E672898146
A2463864814,E4134602325
A2464597212,E2862031808
A2464597212,E2311929369
A2464597212,E970449428
A2464597212,E771425652
A2465513009,E3534091101
A2467409062,E152418051
A2467706552,E3838044081
A2467980416,E1532377761
A2473747678,E1600413013
A2477193718,E1213571589
A2480747202,E1076364848
A2480747202,E952519340
A2480747202,E3776957253
A2480816831,E3247053834
A2483584418,E542538548
A2485670452,E2529072432
A2488018670,E1448086840
A2489551967,E2324717272
A2489943153,E2430843394
A2489943153,E4230607400
A2489943153,E1969780767
A2490559498,E2299366787
A2490559498,E3475131654
A2491957982,E3493332901
A2493952533,E2025383966
A2493952533,E817091493
A2493952533,E956258196
A2493952533,E1828207870
A2493952533,E2152420806
A2495110802,E2529072432
A2495110802,E1600413013
A2495110802,E955398943
A2495407859,E93291131
A2496550100,E4125420656
A2496550100,E740269154
A2496837007,E3358064160
A2496837007,E3418415418
A2500150280,E4159177884
A2501052021,E1845894044
A2501280523,E2498491194
A2504328739,E2221019965
A2507955484,E771676713
A2507955484,E4250838032
A2512917389,E2013712241
A2512917389,E4218736701
A2512917389,E2989906553
A2512917389,E2731002498
A2517213950,E4017520480
A2520120463,E2676810251
A2522377610,E2163214170
A2523562208,E2790605371
A2523562208,E3841472085
A2536109970,E1076364848
A2536496919,E4231131178
A2536496919,E1383338391
A2539871585,E3103100779
A2541238114,E1490180841
A2541238114,E1347426650
A2541238114,E274265388
A2541238114,E1571031797
A2543824082,E2691215697
A2543824082,E1752607782
A2543824082,E416330287
A2543824082,E2453174300
A2543824082,E1752177173
A2543824082,E1719075410
A2544817539,E3982608480
A2544817539,E2130616732
A2544817539,E633659090
A2545657612,E4128714692
A2546983756,E729856026
A2546983756,E763000217
A2557219570,E3783327786
A2557219570,E411688154
A2557219570,E3504982125
A2557219570,E53675398
A2557219570,E1124353248
A2557219570,E1328882359
A2559434877,E2643833505
A2559434877,E2271507036
A2559434877,E3185730461
A2559754952,E4055258235
A2559754952,E3703220574
A2559754952,E4224104772
A2560745948,E612496662
A2563679078,E3509100603
A2563679078,E738942203
A2566144998,E1006377265
A2566144998,E1073807149
A2566144998,E3618189475
A2567514456,E602394192
A2567514456,E955398943
A2571348801,E1076364848
A2571348801,E1816813281
A2571725299,E2007279414
A2571725299,E1231183808
A2571725299,E4105510328
A2571895925,E3147640060
A2572315833,E3283480796
A2572315833,E1332759137
A2572315833,E3571023061
A2572315833,E3499523914
A2572315833,E3885093750
A2577093097,E375366678
A2577093097,E4104785185
A2583651606,E3841472085
A2584536356,E91778995
A2587246668,E1737420203
A2590409583,E4216192606
A2590409583,E3527349382
A2593432040,E2790605371
A2594894760,E4193778945
A2596513149,E2335914238
A2597201802,E2352794406
A2600681841,E1737420203
A2600683125,E4133637044
A2604497840,E4257314703
A2604497840,E897667289
A2609061039,E1269035551
A2610662061,E2354857659
A2614389627,E2790605371
A2619163162,E1600413013
A2621463744,E1390707377
A2623537385,E996645840
A2623537385,E3370152469
A2624413719,E3814766855
A2624862533,E1076364848
A2624862533,E2149464820
A2624862533,E516796945
A2624862533,E1465756896
A2626409021,E2847791443
A2630238456,E1270020700
A2630238456,E2451246186
A2633145288,E782683695
A2633145288,E2149464820
A2633145288,E1816813281
A2633145288,E1203717384
A2633145288,E952519340
A2633145288,E1076364848
A2634481972,E2587616435
A2634481972,E2498491194
A2635167233,E2016892878
A2635547119,E3585531671
A2635547119,E1114350408
A2638473114,E200825836
A2638473114,E998267429
A2638473114,E1137010796
A2638473114,E2259216780
A2638473114,E760705045
A2638473114,E3191068419
A2638473114,E3398247231
A2643058163,E1557343462
A2643058163,E2181644863
A2643058163,E2790657295
A2643058163,E3600053010
A2643058163,E1998964568
A2643058163,E1401069734
A2643058163,E4253737282
A2644266735,E1380051674
A2644859372,E730938870
A2644859372,E364572656
A2648736219,E3728974729
A2650493630,E2153037761
A2659357596,E2992369908
A2659357596,E843844488
A2659357596,E312581825
A2660754061,E1869298828
A2667370728,E3174369333
A2668221937,E3462111166
A2668221937,E3798981472
A2669808667,E861702567
A2669808667,E2190369261
A2670196825,E1816813281
A2671029253,E750584397
A2673355078,E3480624055
A2673355078,E3331186835
A2674968860,E1816813281
A2676225924,E3863879024
A2677559053,E712766233
A2677559053,E3171602353
A2679652649,E771676713
A2680823346,E1734795794
A2680823346,E101017987
A2681199273,E2453993629
A2681199273,E1600413013
A2681199273,E2412032092
A2683024755,E3797370417
A2683024755,E3343711990
A2683024755,E1548928340
A2684781446,E825378558
A2685090431,E1330949688
A2690867178,E3133902522
A2691223445,E1203962214
A2692015370,E1555137404
A2692979972,E719337372
A2694023881,E3400838699
A2694023881,E2107626799
A2694809416,E2309977061
A2694809416,E3991527098
A2694809416,E3237640011
A2694809416,E727697060
A2694809416,E543972501
A2695530712,E2803416473
A2700330302,E2993825867
A2701755218,E50227527
A2703461171,E3882708104
A2706298619,E1106103765
A2706413631,E2529072432
A2706413631,E955398943
A2706413631,E268203907
A2711152367,E353933726
A2711982636,E719337372
A2711982636,E2529072432
A2712853779,E519818482
A2713002362,E2625705319
A2713603391,E1678290669
A2717402855,E4100467276
